"Census Profile, 2021 Census of Population",,,
Income of individuals in 2020,    Average market income in 2020 among recipients ($),50520,
Income of individuals in 2020,  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data,2886325,
Income of individuals in 2020,    Average employment income in 2020 among recipients ($),50520,
Income of individuals in 2020,  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data,3374170,
Income of individuals in 2020,    Average government transfers in 2020 among recipients ($),11030,
Income of individuals in 2020,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,368410,
Income of individuals in 2020,    Average employment insurance benefits in 2020 among recipients ($),6540,
Income of individuals in 2020,  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,1102145,
Income of individuals in 2020,    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($),9110,
Income of individuals in 2020,Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,4200420,
Income of individuals in 2020,  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data,1301410,
Income of individuals in 2020,    Median employment income in 2020 for full-year full-time workers in 2020 ($),65000,
Income of individuals in 2020,    Average employment income in 2020 for full-year full-time workers in 2020 ($),77700,
Income of individuals in 2020,  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data,1195830,
Income of individuals in 2020,    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($),19400,
Income of individuals in 2020,    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($),30560,
Income of individuals in 2020,Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data,100,
Income of individuals in 2020,  Market income (%),83.2,
Income of individuals in 2020,    Employment income (%),65.8,
Income of individuals in 2020,  Government transfers (%),16.8,
Income of individuals in 2020,    Employment insurance benefits (%),1.1,
Income of individuals in 2020,    COVID-19 - Government income support and benefits (%),5.6,
Income of individuals in 2020,      COVID-19 - Emergency and recovery benefits (%),4.5,
Income of individuals in 2020,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,4200500,
Income of individuals in 2020,  Without total income,124155,
Income of individuals in 2020,  With total income,4076350,
Income of individuals in 2020,"    Under $10,000 (including loss)",385230,
Income of individuals in 2020,"    $10,000 to $19,999",474245,
Income of individuals in 2020,"    $20,000 to $29,999",627895,
Income of individuals in 2020,"    $30,000 to $39,999",515780,
Income of individuals in 2020,"    $40,000 to $49,999",442130,
Income of individuals in 2020,"    $50,000 to $59,999",363335,
Income of individuals in 2020,"    $60,000 to $69,999",284130,
Income of individuals in 2020,"    $70,000 to $79,999",221755,
Income of individuals in 2020,"    $80,000 to $89,999",172110,
Income of individuals in 2020,"    $90,000 to $99,999",136185,
Income of individuals in 2020,"    $100,000 and over",453550,
Income of individuals in 2020,"      $100,000 to $149,999",297440,
Income of individuals in 2020,"      $150,000 and over",156105,
Income of individuals in 2020,Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data,4200500,
Income of individuals in 2020,  Without after-tax income,121690,
Income of individuals in 2020,  With after-tax income,4078810,
Income of individuals in 2020,"    Under $10,000 (including loss)",402375,
Income of individuals in 2020,"    $10,000 to $19,999",490875,
Income of individuals in 2020,"    $20,000 to $29,999",705795,
Income of individuals in 2020,"    $30,000 to $39,999",593485,
Income of individuals in 2020,"    $40,000 to $49,999",502775,
Income of individuals in 2020,"    $50,000 to $59,999",387850,
Income of individuals in 2020,"    $60,000 to $69,999",283825,
Income of individuals in 2020,"    $70,000 to $79,999",207535,
Income of individuals in 2020,"    $80,000 to $89,999",150155,
Income of individuals in 2020,"    $90,000 to $99,999",99015,
Income of individuals in 2020,"    $100,000 and over",255125,
Income of individuals in 2020,"      $100,000 to $124,999",127025,
Income of individuals in 2020,"      $125,000 and over",128100,
Income of individuals in 2020,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,4200500,
Income of individuals in 2020,  Without employment income,1314135,
Income of individuals in 2020,  With employment income,2886365,
Income of individuals in 2020,"    Under $5,000 (including loss)",397640,
Income of individuals in 2020,"    $5,000 to $9,999",234130,
Income of individuals in 2020,"    $10,000 to $19,999",339265,
Income of individuals in 2020,"    $20,000 to $29,999",266065,
Income of individuals in 2020,"    $30,000 to $39,999",257235,
Income of individuals in 2020,"    $40,000 to $49,999",247550,
Income of individuals in 2020,"    $50,000 to $59,999",230030,
Income of individuals in 2020,"    $60,000 to $69,999",190470,
Income of individuals in 2020,"    $70,000 to $79,999",154990,
Income of individuals in 2020,"    $80,000 to $89,999",128265,
Income of individuals in 2020,"    $90,000 to $99,999",105855,
Income of individuals in 2020,"    $100,000 and over",334875,
Income of individuals in 2020,"      $100,000 to $124,999",154515,
Income of individuals in 2020,"      $125,000 and over",180360,
Income of individuals in 2019,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,4200500,
Income of individuals in 2019,  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data,3960225,
Income of individuals in 2019,    Median total income in 2019 among recipients ($),38400,
Income of individuals in 2019,  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data,3968465,
Income of individuals in 2019,    Median after-tax income in 2019 among recipients ($),34800,
Income of individuals in 2019,  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data,3614710,
Income of individuals in 2019,    Median market income in 2019 among recipients ($),36400,
Income of individuals in 2019,  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data,2972225,
Income of individuals in 2019,    Median employment income in 2019 among recipients ($),36800,
Income of individuals in 2019,  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data,2715540,
Income of individuals in 2019,    Median government transfers in 2019 among recipients ($),5880,
Income of individuals in 2019,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data,258710,
Income of individuals in 2019,    Median employment insurance benefits in 2019 among recipients ($),5480,
Income of individuals in 2019,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data,4200425,
Income of individuals in 2019,  Number of total income recipients aged 15 years and over in private households in 2019 - 25% sample data,3959300,
Income of individuals in 2019,    Average total income in 2019 among recipients ($),52300,
Income of individuals in 2019,  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 25% sample data,3967440,
Income of individuals in 2019,    Average after-tax income in 2019 among recipients ($),43400,
Income of individuals in 2019,  Number of market income recipients aged 15 years and over in private households in 2019 - 25% sample data,3612845,
Income of individuals in 2019,    Average market income in 2019 among recipients ($),51080,
Income of individuals in 2019,  Number of employment income recipients aged 15 years and over in private households in 2019 - 25% sample data,2971405,
Income of individuals in 2019,    Average employment income in 2019 among recipients ($),49120,
Income of individuals in 2019,  Number of government transfers recipients aged 15 years and over in private households in 2019 - 25% sample data,2711365,
Income of individuals in 2019,    Average government transfers in 2019 among recipients ($),8330,
Income of individuals in 2019,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 - 25% sample data,258380,
Income of individuals in 2019,    Average employment insurance benefits in 2019 among recipients ($),7140,
Income of individuals in 2019,Total - Employment income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data,4200420,
Income of individuals in 2019,  Number of employment income recipients in 2019 who worked full-year full-time in 2020 - 25% sample data,1288260,
Income of individuals in 2019,    Median employment income in 2019 for full-year full-time workers in 2020 ($),60400,
Income of individuals in 2019,    Average employment income in 2019 for full-year full-time workers in 2020 ($),72800,
Income of individuals in 2019,  Number of employment income recipients in 2019 who worked part-year or part-time in 2020 - 25% sample data,1128665,
Income of individuals in 2019,    Median employment income in 2019 of those who worked part-year or part-time in 2020 ($),25200,
Income of individuals in 2019,    Average employment income in 2019 of those who worked part-year or part-time in 2020 ($),36280,
Income of individuals in 2019,Composition of total income in 2019 of the population aged 15 years and over in private households (%) - 25% sample data,100,
Income of individuals in 2019,  Market income (%),89,
Income of individuals in 2019,    Employment income (%),70.4,
Income of individuals in 2019,  Government transfers (%),10.9,
Income of individuals in 2019,    Employment insurance benefits (%),0.9,
Income of households in 2020,Total - Income statistics for private households - 100% data,2041835,
Income of households in 2020,  Median total income of household in 2020 ($),85000,
Income of households in 2020,  Median after-tax income of household in 2020 ($),76000,
Income of households in 2020,    Total - Income statistics for one-person private households - 100% data,600705,
Income of households in 2020,      Median total income of one-person households in 2020 ($),43200,
Income of households in 2020,      Median after-tax income of one-person households in 2020 ($),39200,
Income of households in 2020,    Total - Income statistics for two-or-more-persons private households - 100% data,1441130,
Income of households in 2020,      Median total income of two-or-more-person households in 2020 ($),108000,
Income of households in 2020,      Median after-tax income of two-or-more-person households in 2020 ($),95000,
Income of households in 2020,Total - Income statistics for private households - 25% sample data,2041835,
Income of households in 2020,  Average total income of household in 2020 ($),108600,
Income of households in 2020,  Average after-tax income of household in 2020 ($),91100,
Income of households in 2020,    Total - Income statistics for one-person private households - 25% sample data,600425,
Income of households in 2020,      Average total income of one-person households in 2020 ($),55600,
Income of households in 2020,      Average after-tax income of one-person households in 2020 ($),46680,
Income of households in 2020,    Total - Income statistics for two-or-more-persons private households - 25% sample data,1441410,
Income of households in 2020,      Average total income of two-or-more-person households in 2020 ($),130800,
Income of households in 2020,      Average after-tax income of two-or-more-person households in 2020 ($),109600,
Income of households in 2020,Total - Household total income groups in 2020 for private households - 100% data,2041835,
Income of households in 2020,"  Under $5,000",30080,
Income of households in 2020,"  $5,000 to $9,999",13160,
Income of households in 2020,"  $10,000 to $14,999",19290,
Income of households in 2020,"  $15,000 to $19,999",41735,
Income of households in 2020,"  $20,000 to $24,999",82340,
Income of households in 2020,"  $25,000 to $29,999",63830,
Income of households in 2020,"  $30,000 to $34,999",64895,
Income of households in 2020,"  $35,000 to $39,999",75105,
Income of households in 2020,"  $40,000 to $44,999",73975,
Income of households in 2020,"  $45,000 to $49,999",73180,
Income of households in 2020,"  $50,000 to $59,999",144895,
Income of households in 2020,"  $60,000 to $69,999",139140,
Income of households in 2020,"  $70,000 to $79,999",131840,
Income of households in 2020,"  $80,000 to $89,999",122530,
Income of households in 2020,"  $90,000 to $99,999",112775,
Income of households in 2020,"  $100,000 and over",853065,
Income of households in 2020,"    $100,000 to $124,999",235680,
Income of households in 2020,"    $125,000 to $149,999",178970,
Income of households in 2020,"    $150,000 to $199,999",221175,
Income of households in 2020,"    $200,000 and over",217240,
Income of households in 2020,Total - Household after-tax income groups in 2020 for private households - 100% data,2041835,
Income of households in 2020,"  Under $5,000",34265,
Income of households in 2020,"  $5,000 to $9,999",13550,
Income of households in 2020,"  $10,000 to $14,999",19930,
Income of households in 2020,"  $15,000 to $19,999",43390,
Income of households in 2020,"  $20,000 to $24,999",86585,
Income of households in 2020,"  $25,000 to $29,999",72515,
Income of households in 2020,"  $30,000 to $34,999",74810,
Income of households in 2020,"  $35,000 to $39,999",85940,
Income of households in 2020,"  $40,000 to $44,999",85575,
Income of households in 2020,"  $45,000 to $49,999",85000,
Income of households in 2020,"  $50,000 to $59,999",168315,
Income of households in 2020,"  $60,000 to $69,999",160070,
Income of households in 2020,"  $70,000 to $79,999",149385,
Income of households in 2020,"  $80,000 to $89,999",136615,
Income of households in 2020,"  $90,000 to $99,999",121890,
Income of households in 2020,"  $100,000 and over",704010,
Income of households in 2020,"    $100,000 to $124,999",243560,
Income of households in 2020,"    $125,000 to $149,999",167850,
Income of households in 2020,"    $150,000 and over",292600,
Income of economic families in 2020,Total - Income statistics for economic families in private households - 100% data,1364485,
Income of economic families in 2020,  Median total income of economic family in 2020 ($),107000,
Income of economic families in 2020,  Median after-tax income of economic family in 2020 ($),95000,
Income of economic families in 2020,  Average family size of economic families,3,
Income of economic families in 2020,Total - Income statistics for couple-only economic families in private households - 100% data,562590,
Income of economic families in 2020,  Median total income of couple-only economic families in 2020 ($),93000,
Income of economic families in 2020,  Median after-tax income of couple-only economic families in 2020 ($),83000,
Income of economic families in 2020,  Average family size of couple-only economic families,2,
Income of economic families in 2020,Total - Income statistics for couple-with-children economic families in private households - 100% data,561965,
Income of economic families in 2020,  Median total income of couple-with-children economic families  in 2020 ($),138000,
Income of economic families in 2020,  Median after-tax income of couple-with-children economic families in 2020 ($),120000,
Income of economic families in 2020,  Average family size of couple-with-children economic families,4,
Income of economic families in 2020,Total - Income statistics for one-parent economic families in private households - 100% data,188585,
Income of economic families in 2020,  Median total income of one-parent economic families in 2020 ($),70500,
Income of economic families in 2020,  Median after-tax income of one-parent economic families in 2020 ($),65000,
Income of economic families in 2020,  Average family size of one-parent economic families,2.6,
Income of economic families in 2020,Total - Income statistics for persons aged 15 years and over not in economic families in private households - 100% data,878130,
Income of economic families in 2020,  Median total income in 2020 ($),39200,
Income of economic families in 2020,  Median after-tax income in 2020 ($),36000,
Income of economic families in 2020,Total - Income statistics for economic families in private households - 25% sample data,1363860,
Income of economic families in 2020,  Average total income of economic family in 2020 ($),130400,
Income of economic families in 2020,  Average after-tax income of economic family in 2020 ($),108900,
Income of economic families in 2020,Total - Income statistics for couple-only economic families in private households - 25% sample data,561775,
Income of economic families in 2020,  Average total income of couple-only economic families in 2020 ($),115100,
Income of economic families in 2020,  Average after-tax income of couple-only economic families in 2020 ($),96000,
Income of economic families in 2020,Total - Income statistics for couple-with-children economic families in private households - 25% sample data,563000,
Income of economic families in 2020,  Average total income of couple-with-children economic families in 2020 ($),161800,
Income of economic families in 2020,  Average after-tax income of couple-with-children economic families in 2020 ($),133800,
Income of economic families in 2020,Total - Income statistics for one-parent economic families in private households - 25% sample data,186930,
Income of economic families in 2020,  Average total income of one-parent economic families in 2020 ($),83400,
Income of economic families in 2020,  Average after-tax income of one-parent economic families in 2020 ($),73100,
Income of economic families in 2020,Total - Income statistics for persons aged 15 years and over not in economic families in private households - 25% sample data,875470,
Income of economic families in 2020,  Average total income in 2020 ($),50240,
Income of economic families in 2020,  Average after-tax income in 2020 ($),42720,
Low income and income inequality in 2020,Total - LIM low-income status in 2020 for the population in private households - 100% data,4915940,
Low income and income inequality in 2020,  0 to 17 years,866210,
Low income and income inequality in 2020,    0 to 5 years,264100,
Low income and income inequality in 2020,  18 to 64 years,3085015,
Low income and income inequality in 2020,  65 years and over,964710,
Low income and income inequality in 2020,"In low income based on the Low-income measure, after tax (LIM-AT)",528870,
Low income and income inequality in 2020,  0 to 17 years,98830,
Low income and income inequality in 2020,    0 to 5 years,29460,
Low income and income inequality in 2020,  18 to 64 years,297960,
Low income and income inequality in 2020,  65 years and over,132075,
Low income and income inequality in 2020,"Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",10.8,
Low income and income inequality in 2020,  0 to 17 years (%),11.4,
Low income and income inequality in 2020,    0 to 5 years (%),11.2,
Low income and income inequality in 2020,  18 to 64 years (%),9.7,
Low income and income inequality in 2020,  65 years and over (%),13.7,
Low income and income inequality in 2020,Total - LICO low-income status in 2020 for the population in private households to whom the low-income concept is applicable - 100% data,4825465,
Low income and income inequality in 2020,  0 to 17 years,848955,
Low income and income inequality in 2020,    0 to 5 years,259060,
Low income and income inequality in 2020,  18 to 64 years,3033655,
Low income and income inequality in 2020,  65 years and over,942860,
Low income and income inequality in 2020,"In low income based on the Low-income cut-offs, after tax (LICO-AT)",279035,
Low income and income inequality in 2020,  0 to 17 years,44480,
Low income and income inequality in 2020,    0 to 5 years,11690,
Low income and income inequality in 2020,  18 to 64 years,201000,
Low income and income inequality in 2020,  65 years and over,33555,
Low income and income inequality in 2020,"Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",5.8,
Low income and income inequality in 2020,  0 to 17 years (%),5.2,
Low income and income inequality in 2020,    0 to 5 years (%),4.5,
Low income and income inequality in 2020,  18 to 64 years (%),6.6,
Low income and income inequality in 2020,  65 years and over (%),3.6,
Low income and income inequality in 2020,Total - Adjusted after-tax economic family income decile group for the population in private households - 100% data,4915940,
Low income and income inequality in 2020,  In bottom half of the distribution,2300730,
Low income and income inequality in 2020,    In bottom decile,516435,
Low income and income inequality in 2020,    In second decile,444845,
Low income and income inequality in 2020,    In third decile,436965,
Low income and income inequality in 2020,    In fourth decile,442745,
Low income and income inequality in 2020,    In fifth decile,459740,
Low income and income inequality in 2020,  In top half of the distribution,2615210,
Low income and income inequality in 2020,    In sixth decile,475780,
Low income and income inequality in 2020,    In seventh decile,494480,
Low income and income inequality in 2020,    In eighth decile,518565,
Low income and income inequality in 2020,    In ninth decile,550860,
Low income and income inequality in 2020,    In top decile,575535,
Low income and income inequality in 2020,Total - Inequality measures for the population in private households - 100% data,4915940,
Low income and income inequality in 2020,  Gini index on adjusted household total income,0.346,
Low income and income inequality in 2020,  Gini index on adjusted household market income,0.449,
Low income and income inequality in 2020,  Gini index on adjusted household after-tax income,0.306,
Low income and income inequality in 2020,  P90/P10 ratio on adjusted household after-tax income,4,
Knowledge of official languages,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,4951660,
Knowledge of official languages,  English only,4461290,
Knowledge of official languages,  French only,1785,
Knowledge of official languages,  English and French,326865,
Knowledge of official languages,  Neither English nor French,161720,
First official language spoken,Total - First official language spoken for the total population excluding institutional residents - 100% data,4951660,
First official language spoken,  English,4718195,
First official language spoken,  French,56495,
First official language spoken,  English and French,18145,
First official language spoken,  Neither English nor French,158820,
Mother tongue,Total - Mother tongue for the total population excluding institutional residents - 100% data,4951660,
Mother tongue,  Single responses,4761600,
Mother tongue,    Official languages,3382455,
Mother tongue,      English,3325035,
Mother tongue,      French,57420,
Mother tongue,    Non-official languages,1379145,
Mother tongue,      Indigenous languages,5490,
Mother tongue,        Algonquian languages,820,
Mother tongue,          Blackfoot,30,
Mother tongue,          Cree-Innu languages,630,
Mother tongue,            Atikamekw,0,
Mother tongue,            Cree languages,620,
Mother tongue,              Ililimowin (Moose Cree),0,
Mother tongue,              Inu Ayimun (Southern East Cree),0,
Mother tongue,              Iyiyiw-Ayimiwin (Northern East Cree),15,
Mother tongue,              Nehinawewin (Swampy Cree),50,
Mother tongue,              Nehiyawewin (Plains Cree),170,
Mother tongue,              Nihithawiwin (Woods Cree),85,
Mother tongue,"              Cree, n.o.s.",305,
Mother tongue,            Innu (Montagnais),0,
Mother tongue,            Naskapi,0,
Mother tongue,          Eastern Algonquian languages,15,
Mother tongue,            Mi'kmaq,10,
Mother tongue,            Wolastoqewi (Malecite),5,
Mother tongue,          Ojibway-Potawatomi languages,155,
Mother tongue,            Anicinabemowin (Algonquin),0,
Mother tongue,            Oji-Cree,15,
Mother tongue,            Ojibway languages,135,
Mother tongue,              Anishinaabemowin (Chippewa),10,
Mother tongue,              Daawaamwin (Odawa),0,
Mother tongue,              Saulteau (Western Ojibway),30,
Mother tongue,"              Ojibway, n.o.s.",100,
Mother tongue,"          Algonquian languages, n.i.e.",0,
Mother tongue,        Athabaskan languages,1560,
Mother tongue,          Northern Athabaskan languages,1545,
Mother tongue,            Dakelh (Carrier),615,
Mother tongue,            Dane-zaa (Beaver),90,
Mother tongue,"            Dene, n.o.s.",70,
Mother tongue,            Gwich'in,5,
Mother tongue,            Slavey-Hare languages,60,
Mother tongue,              Deh Gah Ghotie Zhatie (South Slavey),20,
Mother tongue,              Satuotine Yati (North Slavey),0,
Mother tongue,"              Slavey, n.o.s.",40,
Mother tongue,            Tahltan languages,85,
Mother tongue,              Kaska (Nahani),5,
Mother tongue,              Tahltan,80,
Mother tongue,            Tlicho (Dogrib),10,
Mother tongue,            Tse'khene (Sekani),35,
Mother tongue,            Tsilhqot'in (Chilcotin),460,
Mother tongue,            Tsuu T'ina (Sarsi),0,
Mother tongue,            Tutchone languages,5,
Mother tongue,              Northern Tutchone,0,
Mother tongue,              Southern Tutchone,5,
Mother tongue,"              Tutchone, n.o.s.",0,
Mother tongue,            Wetsuwet'en-Babine,110,
Mother tongue,          Tlingit,10,
Mother tongue,"          Athabaskan languages, n.i.e.",5,
Mother tongue,        Haida,40,
Mother tongue,        Inuktut (Inuit) languages,50,
Mother tongue,          Inuinnaqtun (Inuvialuktun),5,
Mother tongue,            Inuinnaqtun,5,
Mother tongue,            Inuvialuktun,0,
Mother tongue,          Inuktitut,35,
Mother tongue,"          Inuktut (Inuit) languages, n.i.e.",5,
Mother tongue,        Iroquoian languages,10,
Mother tongue,          Cayuga,0,
Mother tongue,          Mohawk,5,
Mother tongue,          Oneida,0,
Mother tongue,"          Iroquoian languages, n.i.e.",5,
Mother tongue,        Ktunaxa (Kutenai),30,
Mother tongue,        Michif,25,
Mother tongue,        Salish languages,1080,
Mother tongue,          Halkomelem,180,
Mother tongue,          Lillooet,100,
Mother tongue,          Ntlakapamux (Thompson),180,
Mother tongue,          Secwepemctsin (Shuswap),265,
Mother tongue,          Squamish,25,
Mother tongue,          Straits,95,
Mother tongue,          Syilx (Okanagan),185,
Mother tongue,"          Salish languages, n.i.e.",55,
Mother tongue,        Siouan languages,10,
Mother tongue,          Assiniboine,5,
Mother tongue,          Dakota,5,
Mother tongue,          Stoney,5,
Mother tongue,"          Siouan languages, n.i.e.",0,
Mother tongue,        Tsimshian languages,1005,
Mother tongue,          Gitxsan (Gitksan),575,
Mother tongue,          Nisga'a,320,
Mother tongue,          Tsimshian,115,
Mother tongue,        Wakashan languages,760,
Mother tongue,          Haisla,80,
Mother tongue,          Heiltsuk,295,
Mother tongue,          Kwak'wala (Kwakiutl),150,
